title,url,lyric,genre
Anh Hai,https://www.nhaccuatui.com/bai-hat/anh-hai-be-minh-vy.RiN0uJHIcig9.html,sao mẹ lại sanh anh hai trước mà không phải là sanh con hai cao thật cao hai nói ào ào toàn chuyện trên trời dưới ao sao mẹ lại sanh anh hai trước mà không phải là sanh con sao mẹ lại sanh anh hai trước mà không phải là sanh con sao mẹ lại sanh anh hai trước mà không phải là sanh con hai to thật to lại hay nói mò chê con ốm như con cò anh hai anh hai bắt con học bài anh hai anh hai hay nhéo cái tai anh hai anh hai bắt con học hoài anh hai anh hai cứ nhéo cái tai mỗi khi con làm bài sai,thieu-nhi
Chúc Mừng Sinh Nhật,https://www.nhaccuatui.com/bai-hat/chuc-mung-sinh-nhat-be-thuy-tram.rodODEVpjRIi.html,với món quà bánh kem thơm đóa hoa tươi tô thắm thêm nụ cười thắp nến hồng sáng lung linh em ước mơ tay chắp tay nguyện cầu lá là lá la la la mừng em thêm tuổi mới la là lá la là là hát mừng em bao lời với món quà bánh kem thơm đóa hoa tươi tô thắm thêm nụ cười thắp nến hồng sáng lung linh em ước mơ tay chắp tay nguyện cầu lá là lá la la la mừng em thêm tuổi mới la là lá la là là hát mừng em bao lời em thêm tuổi mới chúc mừng sinh nhật,thieu-nhi
Gà Con,https://www.nhaccuatui.com/bai-hat/ga-con-be-hong-an.7B7GyKwbsBr0.html,con gà hay là gà con lon ton theo mẹ tìm mồi le te theo cha tập gáy lớn rồi chia đàn gà con như gà mẹ gà mái lông vàng như gà cha ban mai cất tiếng gáy ò ó o,thieu-nhi
Cuội Không Về,https://www.nhaccuatui.com/bai-hat/cuoi-khong-ve-kieu-my.ebYU5oVCe18V.html,cuội ơi ở trên cung trăng có gì vui không mà sao cuội không về nhà cuội ngồi bên gốc cây đa chờ cây đa lớn lớn lớn cuội ơi giữ trâu trên cao giữa một đêm trăng cuội quên để trâu lạc loài đành ngồi bên gốc cây đa buồn không muốn về là về trần gian ơi chú cuội ơi chú xuống đây chơi với chúng em chúng em có nhiều bánh lắm đó chúng em có nhiều chiếc đèn nè cuội xuống đây chơi với chúng em cùng em rước đèn dưới ánh trăng,thieu-nhi
Chú Heo Lười,https://www.nhaccuatui.com/bai-hat/chu-heo-luoi-candy-ngoc-ha.aJ6i7pbRglak.html,ụt ụt ụt ụt ụt ụt có chú heo con ủn ỉn kêu hoài ăn suốt ngày rồi nằm phểnh cái bụng ra chú heo ơi sao mà làm biếng quá em biết rồi không được như thế đâu để bạn bè đừng có chê cười,thieu-nhi
LK: Chú Mèo Con,https://www.nhaccuatui.com/bai-hat/lk-chu-meo-con-rua-mat-nhu-meo-be-minh-vy.TIlYtVrFKrLL.html,1 chú mèo con chú mèo con lông trắng tinh mắt tròn xoe và trông rất xinh meo meo a con mèo nó rất ngoan bắt chuột đôi chân nhanh thoăn thoắt a con mèo nó rất ngoan suốt ngày em đùa chơi với mèo mèo bốn bàn chân bé tí ti vểnh một tai như đang lắng nghe meo meo a con mèo nó rất khôn nó vểnh râu ngồi nghe em hát a con mèo nó rất ngoan suốt ngày chơi xung quanh cái vòng tròn 2 rửa mặt như mèo meo meo meo rửa mặt như mèo xấu xấu lắm chẳng được mẹ yêu khăn mặt đâu mà ngồi liếm mép đau mắt rồi lại khóc meo meo,thieu-nhi
Nụ Cười Thiên Thần,https://www.nhaccuatui.com/bai-hat/nu-cuoi-thien-than-candy-ngoc-ha.9mdJ2qk3ul2a.html,thiên thần luôn hé môi cười mang niềm vui đến mọi nơi trên cành chim hót gọi mời cho mùa xuân đến thất vui không còn mây xám trên trời muôn ngàn tia nắng dệt thiêu cùng thiêu hình xinh xắn thiên thần ngồi hát giữa phố bao mùa xuân đẹp như ánh bình minh bừng lên giữa đêm tối đẹp như cánh đồng hoa cùng đua sắc màu hương ngàn trăm những vì sao không đẹp hơn đôi mắt dễ thương cùng hơi gió mùa xuân mang lời ca bay đến mọi nơi hãy yêu thuơng người hơn ta hãy luôn cho đời trăm hoa cùng ca,thieu-nhi
Mùa Xuân Của Bé,https://www.nhaccuatui.com/bai-hat/mua-xuan-cua-be-be-hong-an.RKfUZnXcnHzN.html,theo mẹ lên chùa theo cha chúc tết mừng tuổi ông bà có bánh chưng xanh có dưa hấu đỏ cùng vui chợ tết có tiếng chim ca có mai có đào ngàn hoa rạng ngời,thieu-nhi
Thương Lắm Thầy Cô Ơi,https://www.nhaccuatui.com/bai-hat/thuong-lam-thay-co-oi-sunny-bao-ngoc.I7EkWvAT04G1.html,hôm nay em đi đến trường từng ánh mắt vui bên thầy cô cho em thơ ngàn câu hát lời yêu thương vô bến bờ xinh tươi như hoa điểm mười đẹp biết mấy tương lai ngày mai em yêu sao thầy cô giáo vì đàn em năm tháng vun trồng từng trang giáo án như những bông hoa đẹp tươi trong nắng theo gió đưa hương trên con đường thầy cô vẫn đi ngàn sao lấp lánh soi sáng đêm thâu bài ca em hát ghi nhớ công ơn cô thầy dạy dỗ em nên người,thieu-nhi
Bé Quét Nhà,https://www.nhaccuatui.com/bai-hat/be-quet-nha-candy-ngoc-ha.75pZQRqHbbVe.html,một sợi rơm vàng là hai sợi vàng rơm bà bện chổi to bà làm chổi nhỏ chổi to chổi to bà quét sân to ấy còn chổi nhỏ bà để cho bé chăm lo quét nhà,thieu-nhi
Vì Sao Con Mèo Rửa Mặt,https://www.nhaccuatui.com/bai-hat/vi-sao-con-meo-rua-mat-be-thao-van.0kgBz7mheE4c.html,mèo con ra vại nước bàn chân nó vuốt vuốt xoa mấy sợi râu cước rồi vào trong bếp tro vì sợ bị đau mắt không ai đến gần mèo,thieu-nhi
Bé Quét Nhà,https://www.nhaccuatui.com/bai-hat/be-quet-nha-be-thao-van.OvgagI8JU2Lz.html,một sợi rơm vàng là hai sợi vàng rơm bà bện chổi to bà làm chổi nhỏ chổi to bà quét sân to ấy còn chổi nhỏ thì để dành bé chăm lo quét nhà,thieu-nhi
Thầy Cô Cho Em Mùa Xuân,https://www.nhaccuatui.com/bai-hat/thay-co-cho-em-mua-xuan-sunny-bao-ngoc.Mtjm3HhKVtoo.html,một bông hồng em dành tặng cô một bài ca hát lên tặng thầy những món quà bé nhỏ đơn sơ nhưng chứa chan niềm kính yêu vô bờ như dòng suối ra sông như dòng sông ra biển rộng trang sách hồng ước mơ em lớn lên từng ngày vì hạnh phúc tương lai ánh đèn khuya vẫn miệt mài bên mái trường mến yêu,thieu-nhi
Bé Hát Cho Vui Cửa Vui Nhà,https://www.nhaccuatui.com/bai-hat/be-hat-cho-vui-cua-vui-nha-candy-ngoc-ha.W0VGKMyuVKSK.html,bé hát cho vui cửa vui nhà bé hát cho ba má xem nè làm ca sĩ tí hon là con lòng vui sướng theo từng tiếng ca cùng hòa vang nhạc rộn rã con hát cho ba mẹ nghe nhé trọn niềm vui lời của bé vang tiếng ca rộn ràng bay xa bé hát cho vui cửa vui nhà thánh thót ngân nga với cây đàn làm ca sĩ tí hon thật ngoan lòng vui sướng bao niềm ước mơ,thieu-nhi
Vườn Cây Của Ba,https://www.nhaccuatui.com/bai-hat/vuon-cay-cua-ba-candy-ngoc-ha.085Ix6Ir2v8f.html,má trồng toàn những cây dễ thương nào là hoa là rau là lúa còn ba trồng toàn cây dễ sợ cây xù xì cây lại có gai cái gai bưởi đụng vào là chảy máu trái sầu riêng rớt trúng thì đầu u nhựa hột điều dính vào là rách áo cây dừa cao eo ôi là caọ cây ba trồng sống lâu lâu thiệt là lâu mưa chẳng dập gió lay chẳng đổ thân xù xì cứ đứng trơ trơ cành gai góc đâm ngang tua tủa bưởi sầu riêng dừa điều và nhiều nhiều nữa cho em bốn mùa vị ngọt hương thơm vườn cuả ba cây trồng thì dễ sợ mà trái nào cũng thiệt dễ thương,thieu-nhi
Gà Trống Thổi Kèn,https://www.nhaccuatui.com/bai-hat/ga-trong-thoi-ken-candy-ngoc-ha.7qhgNd5pKnph.html,con gà trống đứng ngóng cổ dài tò tí te nó thổi kèn rất hay ông mặt trời tỉnh giấc vươn vai vén màn đỏ ngó xem ai thổi kèn thì ra là thì ra là là con gà trống đứng ngóng cổ dài tò tí te nó thổi kèn rất hay tò tí te tò tí te nó thổi ngày nắng lên,thieu-nhi
Rước Đèn Tháng Tám,https://www.nhaccuatui.com/bai-hat/ruoc-den-thang-tam-candy-ngoc-ha.ekpJhDC2Zjbu.html,tết trung thu rước đèn đi chơi em rước đèn đi khắp phố phường lòng vui sướng với đèn trong tay em múa ca trong ánh trăng rằm đèn ông sao với đèn cá chép đèn thiên nga với đèn bướm bướm em rước đèn này đến cung trăng đèn xanh lơ với đèn tím tím đèn xanh lam với đèn trắng trắng trong ánh đèn rực rỡ muôn màu tít trên cao dáng tròn xinh xinh soi xuống trần ánh sáng dịu dàng rằm tháng tám bóng hằng trong sáng em múa ca vui đón chị hằng tùng dinh dinh cắc tùng dinh dinh tùng dinh dinh cắc tùng dinh dinh em rước đèn này đến cung trăng tùng dinh dinh cắc tùng dinh dinh tùng dinh dinh cắc tùng dinh dinh em rước đèn mừng đón chị hằng tết trung thu bánh quà đầy mâm em bé nhà ưa đứng quây quần đòi hạt sen bánh dẻo đầy nhân em muốn ăn bốn năm ba phần ngọt thơm như bánh dẻo bánh nướng ngọt cay như mứt gừng mứt bí ăn mát lòng lại thấy vui thêm hạt dưa nghe cắn nổ lốp đốp người vui hoan nói cười hấp tấp bao tấm lòng mừng đón trăng rằm,thieu-nhi
Hoa Bé Ngoan,https://www.nhaccuatui.com/bai-hat/hoa-be-ngoan-candy-ngoc-ha.UxPAIuAQJFQS.html,hoa nào mẹ yêu nhất hoa nào thơm ngát hương hoa nào tười thắm nhất đó là hoa bé ngoan em được mẹ thương nhất em được cô giáo yêu khi mà em ngoan nhất sẽ là hoa bé ngoan,thieu-nhi
Búp Bê Cổ Tích,https://www.nhaccuatui.com/bai-hat/bup-be-co-tich-candy-ngoc-ha.wDL4QPBTtTG7.html,anh búp bê búp bê búp bê búp bê cổ tích anh búp bê búp bê búp bê búp bê thần tiên đây là thạch sanh đây là cô tấm đây là bà tiên kìa là dì ghẻ thằng xí thạch sanh thằng giành cô tấm em khoái bà tiên đua nhau ẵm bồng anh búp bê búp bê búp bê búp bê cổ tích anh búp bê búp bê búp bê búp bê thần tiên còn một con búp bê nữa chứ con búp bê búp bê nào đâu à đúng rồi đúng rồi đúng rồi nó đang ngồi co ro một mình chẳng có ai chịu đến làm bạn bởi lòng nó gian ác vô cùng à đúng rồi đúng rồi đúng rồi đó là con búp bê dì ghẻ,thieu-nhi
Con Cua,https://www.nhaccuatui.com/bai-hat/con-cua-be-hong-an.oucwXiN3IOFH.html,có 8 cái chân có 2 cái càng cua bò bò ngang cua bò bò ngang có 8 cái chân có 2 cái càng cua bò về hang cua bò về hang thay vỏ nằm đau ôm mối tình đầu khóc bạn mình ên khóc bạn mình ên có 8 cái chân có 2 cái càng cua bò bò ngang cua bò bò ngang có 8 cái chân có 2 cái càng cua bò về hang cua bò về hang thay vỏ nằm đau ôm mối tình đầu khóc bạn mình ên khóc bạn mình ên khóc bạn mình ên khóc bạn mình ên khóc bạn mình ên khóc bạn mình ên,thieu-nhi
Chào Năm Học Mới,https://www.nhaccuatui.com/bai-hat/chao-nam-hoc-moi-be-minh-vy.xhSJ5DfI0Nt2.html,bạn ơi nhanh chân nhịp nhàng ta bước chào năm học mới đến rồi cờ sao tung bay rộn ràng trong gió chào năm học mới đã sang bầy chim ríu rít đùa vui trong nắng chào năm học mới đến rồi và hoa cũng đang rủ nhau khoe sắc bình minh rực rỡ muôn màu tô vẽ thêm bức trang ngày khai trường ta hân hoan vui hát hát vang câu ca vui trong nắng mai ta tung tăng vui bước bước trên đường dài tương lai ta vẫn luôn đi tới dù bao khó khăn nhọc nhằn vì bên ta luôn có bè bạn luôn có thầy cô,thieu-nhi
Con Tập Đi,https://www.nhaccuatui.com/bai-hat/con-tap-di-tran-duy-phuong-ft-dieu-hien.nsIP95te0KKW.html,con ơi con đi chầm chậm con ơi con đi chầm chậm bên cạnh có mẹ có cha vui cùng tiếng cười con thơ con ơi con đi chầm chậm con ơi con đi chầm chậm cha chờ đằng sau nâng đỡ tay mẹ phía trước chờ con qua bao năm tuổi ấu thơ con ngoan nay dần lớn khôn cha mẹ nhìn bước con đi trong lòng cảm thấy an vui con ơi con đi chầm chậm con ơi con đi chầm chậm bên cạnh có mẹ có cha vui cùng tiếng cười con thơ con ơi con đi chầm chậm con ơi con đi chầm chậm cha chờ đằng sau nâng đỡ tay mẹ phía trước chờ con qua bao năm tuổi ấu thơ con ngoan nay dần lớn khôn cha mẹ nhìn bước con đi trong lòng cảm thấy an vui con ơi con đi chầm chậm con ơi con đi chầm chậm,thieu-nhi
Vầng Trăng Mơ Ước,https://www.nhaccuatui.com/bai-hat/vang-trang-mo-uoc-kha-my.vwRI9h3G8VZt.html,đêm trăng rằm em đùa vui cùng ông trăng trên tay lung linh như bao điều mơ ước xa xa lắm chú cuội ngồi ngẩn ngơ em đang muốn hỏi sao chú không chơi cùng nhịp trống nhịp rộng vang bước chân chú lân thoăn thoắt đèn nào đèn ông sao em rước vui quanh trên đường ôi sao mơ ước có chị hằng xuống cùng đùa vui với chúng mình cho ánh trăng rạng ngời em yêu vầng trăng soi sáng quê mình trung thu rước đèn tang tình tính tang tuổi thơ cố gắng chăm ngoan ngày sau nên người chấp cánh bay vào tương lai em mơ tuổi thơ luôn hé môi cười như môi ông địa tang tình tính tang tuổi thơ trên khắp muôn nơi được vui hát mừng dưới ánh trăng thu vàng tuổi thơ trên khắp muôn nơi được vui hát mừng dưới ánh trăng thu vàng,thieu-nhi
O Tròn Như Trứng Vịt,https://www.nhaccuatui.com/bai-hat/o-tron-nhu-trung-vit-candy-ngoc-ha.gAZxeO6PG512.html,lạch bạch bạch vịt con đến trường cạc cạc cạc vịt ta học chữ o tròn như trứng gà thì học trước quên sau cạc cạc cạc vịt quên chữ rồi cạc cạc cạc thày ngan liền nhắc là vịt ta nhớ liền bạch lạch bạch vịt con đến trường cạp cạp cạp vịt ta học chữ vịt học trước quên sau cạc cạc cạc vịt quên chữ rồi cạc cạc cạc thầy ngan liền nhắc là vịt ta nhớ ngay,thieu-nhi
Đừng Để Con Một Mình,https://www.nhaccuatui.com/bai-hat/dung-de-con-mot-minh-be-minh-vy.WMvicu4UobWL.html,vì cuộc sống đã có nhiều đớn đau đừng mang theo trong lòng thêm chút u sầu rồi vội vã đôi chân cứ bước đi để đôi khi ta quên rằng cuộc sống là gì nếu có bước tiếp hãy chậm lại một chút để kịp lắng nghe những thao thức con chưa kể cuộc đời là thế hãy nói con nghe nhé để bình yên hạnh phúc là nơi con trở về ah ah ah ah nếu như con thấy buồn hãy mở con tim mình ra để thấy quanh đời ta không đâu hạnh phúc như mái nhà nếu như con lo sợ đừng giữ trong tim làm chi có bao nhiêu hoài nghi nhưng đừng quên hạnh phúc là gì chỉ xin hãy nhớ dù chỉ là một lần thôi nắm tay hãy đi với con đến ngày khôn lớn sẽ như cánh chim sớm mai con mạnh mẽ hơn oh ohhhh,thieu-nhi
Bàn Tay Xíu Xíu,https://www.nhaccuatui.com/bai-hat/ban-tay-xiu-xiu-candy-ngoc-ha.2jZ98GhxFnvj.html,bàn tay xíu xíu trông như năm cánh hoa đây bàn tay cha còn đây bàn tay me em muốn luôn được khen ngoan mai này khôn lớn dựng xây non nước nhà mai này khôn lớn dựng xây non nước nhà bàn tay xíu xíu trông như năm cánh hoa đây bàn tay cha còn đây bàn tay me em muốn luôn được khen ngoan mai này khôn lớn dựng xây non nước nhà mai này khôn lớn dựng xây non nước nhà bàn tay xíu xíu trông như năm cánh hoa đây bàn tay cha còn đây bàn tay me em muốn luôn được khen ngoan mai này khôn lớn dựng xây non nước nhà mai này khôn lớn dựng xây non nước nhà bàn tay xíu xíu trông như năm cánh hoa đây bàn tay cha còn đây bàn tay me em muốn luôn được khen ngoan mai này khôn lớn dựng xây non nước nhà mai này khôn lớn dựng xây non nước nhà mai này khôn lớn dựng xây non nước nhà mai này khôn lớn dựng xây non nước nhà,thieu-nhi
Bé Titi,https://www.nhaccuatui.com/bai-hat/be-titi-candy-ngoc-ha.cEwvzi31iRgo.html,bé là bé ti ti bé thường thích chơi bi bé còn thích kem ly hay hát như chú chim ri đến trường bé tung tăng ở nhà bé lăng xăng khoái kẹo đến hư răng ba má thương ai cho bằng sớm mai tiếng chim hót vang trong lành ba má đưa bé ti đến trường đón con bé ti khoe liền hoa bé ngoan tặng cho ba má nè,thieu-nhi
Con Còng Con Cua,https://www.nhaccuatui.com/bai-hat/con-cong-con-cua-candy-ngoc-ha.CaGHQ53YoqqX.html,con còng có cái cẳng còn co co có con cua cái có cái càng cong cong con cua cắn cần câu cá cua cái cong cái càng còn cẳng còng còn co co co co co co cẳng co co cẳng cẳng của còng cẳng còn co co cong càng con còng cái cẳng còn co co cái con cua cái cẳng con còng cái cẳng còn co,thieu-nhi
Những Cây Bút Chì Màu,https://www.nhaccuatui.com/bai-hat/nhung-cay-but-chi-mau-candy-ngoc-ha.624kMm2pw3N9.html,cây bút chì màu xanh em vẽ nên ruộng đồng cây bút màu đỏ tươi em vẽ bông hồng nhỏ có chút nắng ban mai ông mặt trời lấp ló phía sau cây phượng đỏ có ngôi trường của em những cây bút chì màu thật xinh đỏ cam vàng xanh lam tràm tím những cây bút chì màu thật xinh em vẽ lên biết bao bức tranh cây bút chì màu xanh em vẽ nên ruộng đồng cây bút màu đỏ tươi em vẽ bông hồng nhỏ có chút nắng ban mai ông mặt trời lấp ló phía sau cây phượng đỏ có ngôi trường của em những cây bút chì màu thật xinh đỏ cam vàng xanh lam tràm tím những cây bút chì màu thật xinh em vẽ lên biết bao bức tranh,thieu-nhi
Hoa Tay,https://www.nhaccuatui.com/bai-hat/hoa-tay-candy-ngoc-ha.kxpoDjmjQlFK.html,em muốn làm họa sĩ vẽ chim câu đùa tung cánh bay em muốn làm họa sĩ vẽ con trâu già bên lũy tre mẹ nói làm họa sĩ khó chi đâu nào đâu khó chi nhưng muốn làm họa sĩ nhớ phải cần cần có hoa tay hoa tay hoa tay hoa hoa hoa tay hoa tay là gì mẹ ơi hoa tay hoa tay hoa hoa hoa tay hoa tay là gì mẹ ơi ờ hớ ờ hờ ờ hớ ơ ai hay vẽ rồi sẽ vẽ hay ờ hớ ờ hờ ờ hớ ơ vẽ hay thì sẽ có hoa tay,thieu-nhi
Hội Đồng Chuột,https://www.nhaccuatui.com/bai-hat/hoi-dong-chuot-candy-ngoc-ha.JdTVu6lAQpMh.html,hôm nay họp hội đồng bàn ngay công việc thật cần nhân khi mèo bệnh hoạn thì ta nên họp vội vàng cùng lo mưu lược đối phó thật khôn theo tôi thì phải liều dùng dây xâu đầy lục lạc ta đeo vào cổ mèo để khi anh chàng này trèo thì chuông reo là ta trốn chạy mau nhưng ai người thực hành chịu hy sinh mà liều mình nay tôi bị tật nguyền niềm riêng xin trình thật tình làm sao nhanh bằng trai tráng mà kham như tôi lại thật buồn thần kinh sao lại lạ thường khôn lanh tạm đủ dùng trời sinh ra tật giật mình rủi ro cơn bệnh đưa tới đột nhiên tôi đây thì khỏe mạnh lại thêm thân hình mập mạp chân đi nặng chình thì sao đi lại được gần trời sinh ra mèo tai thính tự nhiên như tôi thì trẻ dại làm sao sinh chuyện nực cười không kinh nghiệm bằng người làm sao lo chuyện tày trời chỉ gây thêm họa chắc chắn mà thôi không ai người chịu làm thì thôi công việc chẳng thành thôi thôi tạm dừng bàn mạnh ai lo phận của mình vậy nay xin cùng giải tán là hơn,thieu-nhi
Tay Trắng Tay Đen,https://www.nhaccuatui.com/bai-hat/tay-trang-tay-den-candy-ngoc-ha.nbuPrFboc3r1.html,chè đậu đen nấu đường rồi ngào đường nấu me nhào bột em nấu bánh chè đậu xanh nấu đường rồi chè đậu đỏ cũng nấu đường nào tay trắng tay đen chè đậu đen nấu đường rồi ngào đường nấu me nhào bột lên nấu bánh chè đậu xanh nấu đường rồi chè đậu đỏ cũng nấu đường nào tay trắng tay đen mau lên đi cùng nhau đánh tù tì tới phiên bạn thì bạn ra cái gì thật là kỳ thế là bạn bị vì cái búa cái búa nó đập cái kéo mau lên đi cùng nhau đánh tù tì tới phiên bạn thì bạn ra cái gì thật là kỳ thế là tôi bị vì cái kéo cái kéo nó cắt cái bao,thieu-nhi
Trăng Tròn Trăng Trong,https://www.nhaccuatui.com/bai-hat/trang-tron-trang-trong-candy-ngoc-ha.LLKKINgqIpRa.html,chim chích chòe chíu chít chim trong tranh chim chờ trăng tròn trăng tròn trăng tròn ôi trăng trong trong trăng chưa tròn trăng chưa chiếu chiếu trên tranh cho chim chích chòe chích chòe chích chòe chờ trăng trong chờ trăng trong trăng chiếu chờ trăng chiếu trăng trong ôi chim chích chòe trông chờ trăng trong,thieu-nhi
Ánh Trăng Hoà Bình,https://www.nhaccuatui.com/bai-hat/anh-trang-hoa-binh-candy-ngoc-ha.neG6yYeSaacH.html,bóng trăng tròn lướt qua rặng tre trăng lấp lánh ánh vàng xóm quê trăng trăng thanh sáng ngời em hát cười trăng trông em đang múa hát trăng cũng cười khắp thôn làng tiếng chiêng lừng vang em múa hát rước đèn dưới trăng trăng ơi trăng sáng ngời soi khắp trời cho đêm nay em múa hát ca vang núi đồi đón hòa bình núi sông đẹp tươi trăng chiếu sáng ánh vàng khắp nơi trăng xinh xinh sáng ngời em hát cười yêu quê hương đất nước hát ca vang trời,thieu-nhi
Con Công,https://www.nhaccuatui.com/bai-hat/con-cong-candy-ngoc-ha.9UTEnViyJ2Tu.html,con công hay múa nó múa làm sao nó rụt cổ vào nó xòe cánh ra nó đỗ cành đa nó kêu ríu rít nó đỗ cành mít nó kêu vịt chè nó đỗ cành tre nó kêu bè muống nó đỗ bờ muống nó kêu tầm vông con công hay múa nó múa làm sao nó rụt cổ vào nó xòe cánh ra,thieu-nhi
Nhìn Con Khôn Lớn Từng Ngày,https://www.nhaccuatui.com/bai-hat/nhin-con-khon-lon-tung-ngay-tran-duy-phuong.isC74SNBKJwp.html,tập ăn con tập nói tập dối con tập chạy tập tô từng nét chữ đọc tiếng nói quê hương học ăn con học nói học gói con học mở học thêm lòng thương xót học biết cho là nhận đâu phải một ngày đâu đâu phải một ngày đâu phải một ngày đâu đâu phải một ngày học ăn con học nói học gói con học mở học bao người đi trước học đến suốt cuộc đời tập ăn con tập nói tập dối con tập chạy tập tô từng nét chữ đọc tiếng nói quê hương học ăn con học nói học gói con học mở học thêm lòng thương xót học biết cho là nhận đâu phải một ngày đâu đâu phải một ngày đâu phải một ngày đâu đâu phải một ngày học ăn con học nói học gói con học mở học bao người đi trước học đến suốt cuộc đời học bao người đi trước học đến suốt cuộc đời học bao người đi trước học đến suốt cuộc đời học bao người đi trước học đến suốt cuộc đời,thieu-nhi
Con Ong Cái Kiến,https://www.nhaccuatui.com/bai-hat/con-ong-cai-kien-candy-ngoc-ha.3ibO8rnFP7QX.html,có con ong lười suốt ngày nó đi chơi hổng chịu đến trường cái mặt trông khó thương ong bay ong lượn ong chích búa xua quậy quá đi thôi ai cũng đòi nghỉ chơi có con kiến lùn xếp hàng đứng lung tung hổng chịu bước đều đi lạc cho biết thân lang thang trong rừng kiến khóc hết hơi thôi nín đi nào ong dẫn đường về cho,thieu-nhi
Họ Nhà Kỳ Nhông,https://www.nhaccuatui.com/bai-hat/ho-nha-ky-nhong-candy-ngoc-ha.1wttPxxq7bFo.html,kỳ nhông là ông kỳ đà kỳ đà là cha cắc ké cắc ké ấy mà kỳ nhông kỳ nhông là ông kỳ đà chú kỳ nhông chạy rong ngoài cát bác cắc ké hóng mát bọng cây ăn no say thì chàng kỳ kà chui vô ghềnh mà ngủ cho say chú kỳ nhông sợ giông sợ gió bác cắc kè đến tối mới bò ra hay ba hoa là anh kỳ đà mang cái đuôi dài nên lại loay hoay chú kỳ nhong ruộng công vùng cát bác cắc kè trú đất vùng xanh vua trên sông là ông kỳ đà trong ba người ai chịu thua ai,thieu-nhi
Bông Và Hoa,https://www.nhaccuatui.com/bai-hat/bong-va-hoa-be-anh-thu-ft-be-thuy-tram.TiEkVYxjjEFI.html,mẹ ơi mẹ có khác nhau không mẹ khác chứ con bông là bông hoa là hoa bông là để minh chứng thế ư hoa là để mình ngắm thế à như thế là con biết rằng là sao,thieu-nhi
Ước Mơ Hồng,https://www.nhaccuatui.com/bai-hat/uoc-mo-hong-candy-ngoc-ha.eKcujSxH5D9Y.html,cuộc sống đã cho em bao ước mơ màu hồng cho em bao khát vọng và tình yêu mênh mông tuổi thơ đã cho em yêu tiếng ca học trò vang khắp nẻo đường bay qua phố phường ôi tiếng hát ngàn mến thương như chim sơn ca hát trên cao xanh bao la tiếng chim sơn ca tiếng chim bay xa tiếng ca vui lòng mọi nhà em như hoa xuân ngát hương thơm tràn lòng người sắc hương tưng bừng lá hoa reo mừng đón mùa xuân sang,thieu-nhi
Điều Con Ước,https://www.nhaccuatui.com/bai-hat/dieu-con-uoc-mit-dac.5fYFNVjhPrY9.html,mẹ ơi con ước mẹ là ngôi sao ngôi sao sáng nhất trên bầu trời đêm mẹ ơi con ước mẹ là cô tiên cô tiên đẹp nhất trong chuyện ngày xưa mẹ ơi con ước mẹ là dòng sông dòng sông tươi mát chở che đời con mẹ ơi con ước mẹ là biển xanh ngày đêm sóng vỗ ru hời giấc con mẹ ơi con ước mẹ mãi bên con hát cho con nghe câu hát êm đềm mẹ ơi con ước mẹ mãi bên con bên con mẹ nhé con yêu mẹ nhiều,thieu-nhi
Cả Nhà Ngủ Ngon,https://www.nhaccuatui.com/bai-hat/ca-nha-ngu-ngon-be-hong-an.RMdLXsIl9F2R.html,tắt đèn ngủ thôi ba ơi tắt đèn nằm bên cạnh mẹ một tay ôm gối chúc mẹ chúc ba mẹ ba chúc con tắt đèn ngủ thôi ba ơi tắt đèn nằm bên cạnh mẹ một tay ôm gối chúc mẹ chúc ba mẹ ba chúc con tắt đèn ngủ thôi ba ơi tắt đèn nằm bên cạnh mẹ một tay ôm gối chúc mẹ chúc ba mẹ ba chúc con tắt đèn ngủ thôi ba ơi tắt đèn nằm bên cạnh mẹ một tay ôm gối chúc mẹ chúc ba mẹ ba chúc con tắt đèn,thieu-nhi
Ong Và Bướm,https://www.nhaccuatui.com/bai-hat/ong-va-buom-be-thao-van.J06PbbLVILt0.html,con bướm trắng lượn một vòng gặp con ong đang bay vội bướm liền gọi bạn đi chơi không nào ong nói rằng tôi còn bận mẹ tôi dặn là việc chưa xong đi chơi rong mẹ tôi không thích đi chơi rong mẹ tôi không muốn nào,thieu-nhi
Em Tập Viết Chữ O,https://www.nhaccuatui.com/bai-hat/em-tap-viet-chu-o-be-anh-thu.3i7EYVyj37Q2.html,như tiếng con gà gáy như mặt trời ban ngày tròn tròn như quả bóng như vầng trăng đêm rằm nhưng khi em đọc số chữ o là số không o ò o ó o o ò o ó o o ò o ó o o ò o ó o,thieu-nhi
Tiếng Ve Gọi Hè,https://www.nhaccuatui.com/bai-hat/tieng-ve-goi-he-candy-ngoc-ha.x8EznbMHPa1D.html,khắp phố phường tiếng ve kêu hè hè hè và trong những tàn lá me kêu hè hè hè chạy theo tiếng ve từng cơn mưa về giọt mưa âm vang trên lá tiếng ve bay đầy trong gió giọt mưa long lanh trên những cánh hoa phượng thắm như màu ngọn cờ em đón mừng tiếng mừng tiếng ve những ngày đầu mùa và em vẫy chào tiếng ve sau một mùa hè,thieu-nhi
